sentence,FOOD,PRICE,SERVICE,AMBIENCE
우리는 맛있는 사시미 아뮤즈부슈로 시작했습니다.,2,0,0,0
우리는 매우 실망했다.,1,0,0,0
"우리는 매우 좋은서비스 서비스를 받았고, 보스턴에 다시 간다면 꼭 다시 머물고 싶습니다.",0,0,2,0
우리는 매우 친절하고 정중한 웨이터에게 곧바로 인사를 받았습니다.,0,0,2,0
우리는 매일 그것을 마셔요!,2,0,0,0
"우리는 메뉴의 태국 섹션에서 몇 가지쇠고기와 국수 요리를 주문했지만, 나온 음식은 태국 음식이 전혀 아니었습니다.",1,0,0,0
"우리는 명의 직원 이 따뜻하고, 친절하며, 매우 효율적이라고 느꼈습니다.",0,0,2,0
"우리는 몇 주 전 토요일에 점심을 먹으러 여기에 갔었고, 음식에 철저히 감명을 받았습니다.",2,0,0,0
우리는 바로 자리에 앉았습니다. 테이블은 조용하고 좋았습니다.,0,0,0,2
우리는 바에서 기다리며 마티니를 마셨는데 딱 적당했습니다.,2,0,0,0
우리는 밖에 앉았는데 웨이터가 나와 내 데이트 상대에게 붉은 와인과 따뜻한 차를 쏟았어요.,0,0,1,0
"우리는 방금 마지막 상자를 다 먹었는데, 아이들은 다음에 무슨 맛을 주문할지 궁금해합니다.",2,0,0,0
우리는 분명히 그들에게 다시 주문할 것입니다.,2,0,0,0
"우리는 사과나 무료 음료를 받을 것이라고 생각했을 것입니다. 그러나 그 대신, 얄미운 웨이터 한 명이 15분 동안 주문을 받지도 않고 우리가 주문을 하라고 했을 때 입술만 삐죽거렸습니다.",0,0,1,0
"우리는 사이드 메뉴를 요청했는데, 웨이터가 주문서에 그 부분을 넣는 걸 깜빡 잊었다고 인정했습니다.",0,0,1,0
우리는 서비스를 받지 못한 채 떠났다.,0,0,1,0
"우리는 서비스의 일관성 부족에 놀랐고, 직원이 아침 식사가 요금에 포함되어 있는지에 대해 혼란스러워하는 모습에 나쁜 경험을 했습니다.",0,0,1,0
"우리는 소량의 요리를 주문했는데, 슈스트링 양파, 염소치즈 피자, 구운 아스파라거스 그리고 과일을 곁들인 튀긴 브리치즈가 모두 아주 맛있었습니다.",2,0,0,0
"우리는 스페셜 메뉴구운 농어를 주문했는데, 뼈가 너무 많이 묻어 있어서 먹기 힘들었습니다.",1,0,0,0
우리는 실제로 그 가격의 절반도 안 되는 사케를 마셨는데도 가장 비싼 사케(한 잔당 20달러 이상)를 주문해야 했습니다.,0,0,1,0
우리는 예약한 시간에 늦게 도착했기 때문에 테이블을 기다리는 것에 대해서는 그다지 불평할 게 없습니다.,0,0,0,0
우리는 오후 2시 30분에 체크인했는데 객실이 준비되지 않았습니다.,0,0,1,0
"우리는 운이 좋았던 듯, 이전에 묵었던 방보다 훨씬 더 좋은 방개 방을 얻을 수 있었습니다(아니면 그냥 장식한 걸까요!). 직원들은 정말 친절하고 도움이 많았습니다.",0,0,1,0
우리는 웨이터가 추천한 굴랍자문디저트을 먹으며 멋진 경험을 마무리했습니다.,2,0,0,0
우리는 웨이트리스의 주의를 끌기 위해 매우 애를 먹었고 결국 일어나서 안으로 들어가서 매니저와 이야기를 나눠야 했습니다.,0,0,1,0
"우리는 위치가 훌륭하다고 생각했지만, 호텔은 청결하지 못해 다시는 이용하고 싶지 않습니다.",0,0,0,2
"우리는 음료를 기다리는 데 30분 이상 걸렸고, 음식을 기다리는 데는 1시간 30분 이상 걸렸습니다.",0,0,1,0
우리는 음료를 요청했지만 받지 못했습니다.,0,0,1,0
"우리는 이 음식의 다른 맛도 시도해 보았지만, 이게 그들이 가장 좋아하는 맛이에요!",2,0,0,0
우리는 이 차 차갑고 상큼한 감초 맛을 좋아합니다.,2,0,0,0
우리는 이것을 시도해 보았을 때 기뻤습니다!,2,0,0,0
우리는 이것을 정말 좋아했습니다오트밀.,2,0,0,0
우리는 이것을 집에서 매일 보충제로 섭취합니다.,0,0,0,0
우리는 이런 쓰레기 같은 문제에 갇혔어요.,1,0,0,0
"우리는 이름을 적었고, 빈 테이블이 있었지만 30분 정도 기다려야 한다고 말했습니다.",0,0,1,0
"우리는 인근의 두 레스토랑인 진저 앤 올슨에서 식사를 즐겼고, 시간이 충분했다면 직원의 추천을 받아 다른 레스토랑도 더 시도해보고 싶었을 것입니다.",0,0,2,0
"우리는 인분 닭고기 캐서롤을 주문했지만, 나온 것은 닭고기 조각 몇 개뿐이었고, 모두 짙은 살코기였고 뼈가 붙어 있었습니다.",1,0,0,0
우리는 일반 상추와 호두를 찾고 있었지만 샐러드는 훌륭했습니다.,2,0,0,0
우리는 자리에 앉을 때까지 한 시간을 기다렸다.,0,0,1,0
우리는 작은 엘리베이터를 타고 도착한 순간부터 너무 일찍 떠날 때까지 환영받는 기분을 느꼈습니다.,0,0,2,0
"우리는 전망이 좋고 침대도 좋은 '피렌체풍' 객실에 머물렀습니다. 호스트로부터 최고의 친절한 대접을 받았고, 맛도 좋았고 아침 식사 최고였습니다 위치.",2,0,2,2
우리는 전채요리로 가리비를 먹었는데 정말 맛있었고 소스도 훌륭했습니다.,2,0,0,0
우리는 정가를 청구받았습니다.,0,0,1,0
우리는 정해진 가격을 지불했지만 아무것도 얻지 못했습니다!!,0,0,1,0
"우리는 제휴 호텔인 라 콘차(La Concha)에서 해변에서 하루를 보냈는데, 정말 훌륭했습니다.",0,0,0,2
우리는 주문을 하고 전채요리 4가지를 주문했지만 음식은 45분 후에야 나왔습니다... 메인 코스와 함께요.,0,0,1,0
우리는 주문하면 공급이 항상 신선한 것을 발견합니다.,2,0,0,0
"우리는 지역 주민인데, 이곳이 이렇게 평범한 음식 상태로 살아남는 유일한 이유는 대부분 손님이 한 번만 오는 관광객이기 때문이라고 생각합니다.",1,0,0,0
우리는 토요일에 반값 초밥 할인 혜택을 받았기 때문에 그만한 가치가 있었습니다.,2,0,0,0
"우리는 티라미수 초콜릿 케이크로 마무리했는데, 둘 다 맛있었습니다.",2,0,0,0
"우리는 팁을 주었는데, 모델 /웨이트리스가 더 많은 팁을 원해서 매니저에게 불평했던 것 같아요.",0,0,1,0
우리는 팸의 특제 튀긴 생선을 먹었는데 정말 맛있었습니다.,2,0,0,0
"우리는 한 사람당 40달러 이상을 쉽게 썼고(알코올은 제외하고), 아직도 배가 고팠습니다.",0,1,0,0
우리는 항상 구할 수 있도록 오븐 구운 아몬드 디저트를 계속 주문할 것입니다.,2,0,0,0
우리는 호텔 레스토랑에서 매우 맛있는 저녁 식사를 즐겼습니다.,2,0,0,0
우리는 후카를 여섯 번이나 주문했는데 웨이터는 1분만 주문하라고만 하고는 후카를 가져오지 않았습니다.,0,0,1,0
"우리는 훌륭한 서비스, 멋진 전망, 엄청난 위치 그리고 대도시 호텔에서는 흔치 않은 몇 가지 다른 점(예: 베개 메뉴와 신체/건강 활동에 대한 강조)을 얻었습니다.",0,0,2,2
우리스위트룸는 매일 청소되었고 미니바는 직원 누구든지 어떤 직책에 있든 멈춰서서 이야기를 나눌 시간이 있었고 카리브해에서 처음 온 우리에게 항상 도움이 되었습니다.,0,0,2,0
우리의 숙박을 정말 특별하게 만들어 준 것은 경영진과 직원이 제공한 놀라운 환대였습니다. 그들은 우리가 숙박하는 내내 환영받고 세심하게 보살펴주는 느낌을 주었습니다.,0,0,2,0
"우리의 요청에 정확히 맞춰 보스턴에서 어디서 식사해야 할지에 대한 전문가의 조언을 받았고, 보스턴 레스토랑 주간 동안 우리를 위해 기꺼이 예약을 해 주었으며 붐비는 곳으로 우리를 안내해 주었습니다.",0,0,2,0
우리의 요청은 모두 즉시 처리되었습니다.,0,0,2,0
우리의 웨이트리스는 나쁜 사람은 아니었지만 특별히 따뜻하거나 세심한 사람은 아니었습니다.,0,0,1,0
우리의 음식도 훌륭했습니다!,2,0,0,0
우리집에 새로 들어온 제품,0,0,0,0
"우리집에 평화를 가져다 주고, 향도 정말 좋아요!",0,0,0,0
우선 그들은 다른 사람의 주문을 우리에게 전달했습니다.,0,0,1,0
우선 달 부하라 바위입니다.,2,0,0,0
우선 장면이 좋았어요. 장소에는 개성이 있고 조명도 좋았어요. 장소 측면에서는 정말 다행이었어요.,0,0,0,2
"우선, 약 8-10온스오렌지 주스의 가격은 3달러입니다.",0,1,0,0
"우선, 음식이 빨리 나왔고 다 잘 나왔어요 :) 마음에 들어요... 음식이 연달아 나오는 허세는 싫어요.",0,0,2,0
"우선, 이 장소는 Citysearch의 편집자 리뷰에서 주장한 대로 낭만적이지 않습니다.",0,0,0,1
"우수함 멋진 작은 호텔호텔로 인테리어 디자인이 훌륭하고, 일류서비스이며, 훌륭합니다위치.",0,0,2,2
"우유나 요구르트와 함께 먹어도 괜찮지만, 일반 그래놀라를 사서 부수지 않고도 먹을 수 있습니다(그래놀라는 쉽게 부수지 않습니다).",2,0,0,0
웅장한 블록의 끝에 위치하고 있습니다.,0,0,0,2
원래 버전은 먹어보지 않았지만 헤이즐넛 블렌드는 맛있습니다.,2,0,0,0
원래 우리가 배정받은 방은 우리와 함께 묵었던 세 번째 사람이 사용할 수 있는 침대에 대한 오해로 인해 업그레이드(무료)되었습니다.,0,0,2,0
"원래는 제 엄마가 제게 이곳을 소개해 주셨는데, 엄마조차도 (인도인이기 때문에) 음식이 좀 지나치게 매콤하고 기름기가 많다고 느끼시는 것 같아요.",1,0,0,0
"원하는 만큼 달콤하게 만들 수도 있고, 전혀 설탕을 넣지 않아도 됩니다.",2,0,0,0
원하는 모든 것이 매우 신선하게 제공됩니다.,2,0,0,0
"월렌포드, 속임수를 써서 부끄러움을 당하라!!",1,0,0,0
웨이터는 매우 경험이 많고 고객의 음식 취향에 맞는 음료를 추천해 주거나 반대로 음식 취향에 맞는 음료를 추천해 주는 데 매우 도움이 됩니다.,0,0,2,0
웨이터는 매우 정중하고 친절합니다.,0,0,2,0
"웨이터는 세심했고, 음식은 맛있었고, 도시 전망은 훌륭했습니다.",2,0,2,2
웨이터는 세심했습니다.,0,0,2,0
"웨이터는 약간 불친절했고, 식당의 분위기는 사람이 많았습니다.",0,0,1,1
웨이터는 여러분의 서비스에 대해 노골적으로 감사하지 않지만 UWS에서는 최고파이입니다!,2,0,1,0
"웨이터는 친절하고, 재밌고, 대체로 멋집니다(그녀가 나보다 훨씬 더 귀여워서가 아니라, 멋진 미적 아름다움이라는 측면에서요).",0,0,2,0
웨이터는 한 손에 쓰레기가 들어 있는 비닐 봉지를 든 채로 음식을 배달했습니다.,0,0,1,0
웨이터들은 매우 친절합니다.,0,0,2,0
웨이터들은 매우 친절해서 마치 친절한 유럽 마을에서 식사하는 것 같은 느낌을 줍니다.,0,0,2,0
웨이터들은 친절해요.,0,0,2,0
웨이트리스가 ``무슨 도움이 필요하신가요?`` 그리고 ``당신과 함께하는 사람은 몇 명인가요?``라고 물어본 뒤에도 친구들이 머물고 싶어한다는 사실에 저는 충격을 받았습니다.,0,0,1,0
"웨이트리스가 우리 테이블을 사실상 욕실 안으로 옮겨 놓았고, 우리가 변기에 앉아서 먹고 싶지 않아 저녁 식사 주문을 취소해 달라고 요청했을 때, 그들은 불가능하다고 말했습니다...",0,0,1,0
웨이트리스는 실제로 웨이트리스하는 것보다 잘 보이는 것에 더 신경을 쓰는 것 같습니다.,0,0,1,0
웨이트리스는 우리에게 정말 인내심이 많았고 음식은 정말 대단했습니다!,2,0,2,0
웨이트리스는 전혀 세심하지 않았습니다.,0,0,1,0
위니와 그녀직원는 여러분에게 최고의 서비스를 제공하는 직원입니다.,0,0,2,0
위치 DART까지 가는 것이 좋습니다.,0,0,0,2
위치 가격과 명성에 비해 기대했던 것과 다릅니다.,0,1,0,0
"위치 미테(구 동베를린) 지구에 있으며, 지하철과 트램 노선과 가깝습니다.",0,0,0,2
"위치 위치 위치 훌륭함위치, 상점, 레스토랑이 가깝고, 바르셀로나에서 가장 좋은 지역입니다.",0,0,0,2
"위치 좋음 호텔 깨끗함 아침 식사 훌륭함, 객실 조금 작지만 잠만 자기 위해 이용한 적은 없음.",2,0,0,2
"위치 차이나타운 바로 옆, 시드니 엔터테인먼트 센터 건너편에 위치하며 다링 하버에서 도보로 단 몇 분 거리에 있습니다.",0,0,0,2
"위치 측면에서 훌륭한 선택 이 호텔은 위치가 너무나 훌륭해서, 저녁 시간에 옆집 술집에서 나는 소음과 프런트 데스크 사람들의 무례함을 잊을 수 있었습니다.",0,0,1,2
"위치 측면에서, 호텔 근처에 카페와 레스토랑이 많고, 훌륭한 페이스트리 가게도 몇 군데 있습니다.",0,0,0,2
위치 타임스퀘어의 번잡함 근처에 있어서 좋았습니다.,0,0,0,2
위치 항구 바로 앞에 있다는 점을 고려하면 예상했던 대로 전망도 훌륭했습니다.,0,0,0,2
"위치, 객실, 야외 옥상 거실은 모두 피렌체에서 편안하고 기억에 남는 숙박을 즐기기에 완벽한 곳이었습니다.",0,0,0,2
"위치, 서비스, 객실은 모두 훌륭했습니다.",0,0,2,2
위치가 완벽해요.,0,0,0,2
위치가 완벽했어요. 모든 곳이 걸어서 갈 수 있는 거리에 있었어요.,0,0,0,2
"위치가 좋고, 허트너 대학이 가깝고 가격도 매우 합리적이어서 학생들이 수안에 계속 다시 갑니다.",0,2,0,2
위치가 좋았고 콘티넨탈 아침 식사도 좋았습니다.,0,0,0,2
위치가 환상적입니다.,0,0,0,2
위치가 훌륭하고 중심지에 있어서 시끄러울까 걱정했지만 밤새도록 방해받지 않았습니다.,0,0,0,2
위치가 훌륭하고 타임스퀘어 중심가에서 단 몇 분 거리에 있습니다.,0,0,0,2
"위치가 훌륭해요. 센 강에서 반 블록 떨어져 있고, 루브르 박물관과 노트르담 중간에 있어요.",0,0,0,2
"위치가 훌륭했고, 길 건너편에 있는 리버워크와 하라스 호텔이 정말 좋았습니다.",0,0,0,2
"위치가 훌륭했고, 서비스가 훌륭했습니다.",0,0,2,2
위치가 훌륭했습니다. 다시 이용하고 싶습니다.,0,0,0,2
"위치는 MTR과 홍콩 옥토퍼스 카드를 이용해 홍콩, 카오룽, 신계의 모든 곳으로 접근하기에 완벽했습니다.",0,0,0,2
"위치는 강가에서 저녁 산책을 하기에 완벽하며, 주변에 레스토랑이 많이 있습니다.",0,0,0,2
위치는 거의 타의 추종을 불허합니다.,0,0,0,2
"위치는 그냥 괜찮고, 그렇지 않습니다.",0,0,0,1
"위치는 도심 관광 명소에 가기에 좋고, SoHo, 그리니치 빌리지 등으로 가는 버스와 지하철 노선도 좋습니다.",0,0,0,2
위치는 빌라의 다른 모든 투숙객이 확언할 수 있듯이 훌륭했습니다.,0,0,0,2
위치는 시드니 중심부에 있는 것과 같지는 않았지만 근처에 좋은 식당이 몇 군데 있었고 택시로 시드니 중심지까지 그리 멀지 않았습니다.,0,0,0,2
위치는 올드 산 후안을 편안하게 탐험하고 이 지역의 역사를 즐기기에 적합합니다.,0,0,0,2
위치는 정말 대단합니다. 라람블라에서 걸어서 단 2분 거리에 있어요. 많은 사람들이 이 지역이 위험하다고 하지만 혼자 돌아다니지 않는 한 괜찮습니다. 저는 밤에 저녁을 먹으러 나갈 때 위협을 느낀 적이 없습니다. 작은 골목길보다는 사람이 많은 도로를 이용하려고 노력하세요.,0,0,0,2
위치는 정말 좋아요. 케이블카에서 한 블록 떨어져 있고 유니언 스퀘어에서 두 블록 떨어져 있어요.,0,0,0,2
"위치는 좋고, 객실은 훌륭했고, 침대는 편안했고, 직원은 예외 없이 친절했습니다.",0,0,2,2
"위치는 좋긴 하지만, 방이 이렇게 생겼다는 걸 알았다면 루즈벨트 호텔에 갔을 텐데.",0,0,0,2
"위치는 좋았고, 차이나타운 바로 옆에 있었습니다. 하지만 호텔이라고 부르기보다는 싸구려 모텔이나 초가집이라고 부르는 게 맞을 겁니다.",0,0,0,2
위치는 지하철과 런던탑에서 가까운 곳에 있어서 이동이 편리합니다.,0,0,0,2
"위치는 편리하지만, 중앙역에서 도보로 약 5분 정도 걸립니다(그리 멀지는 않지만, 짐이 있을 때는 중요합니다).",0,0,0,2
"위치는 훌륭합니다. 담 광장 바로 옆에 있고, 상점과 활기찬 나이트라이프 장소가 바로 옆에 있습니다.",0,0,0,2
"위치는 훌륭했습니다. 대성당과 거리 시장에서 길을 따라 내려가면 바로 있고, 기차역에서도 걸어서 갈 수 있어요.",0,0,0,2
위치는 훌륭했습니다. 시부야의 골목길과 많은 주요 관광 명소로 가는 교통편이 있는 시부야 기차역까지 걸어서 갈 수 있었습니다.,0,0,0,2
"위치는 훌륭했지만, 호텔은 실망스러웠습니다.",0,0,0,2
위치도 South Quay DLR 역에서 불과 몇 야드 떨어진 좋은 위치에 있습니다.,0,0,0,2
"위치도 좋고, 아주 중심에 위치해 있고 호텔의 다른 곳에 3개의 객실이 있었는데 이전 리뷰에서 언급된 소음으로 인해 불편함을 겪은 사람은 없었습니다.",0,0,0,2
위치도 훌륭해요.,0,0,0,2
"위치도 훌륭했습니다. 기차역 바로 건너편에 있었지만, 왠지 혼잡한 곳 중심에 있지는 않았습니다.",0,0,0,2
위치와 분위기는 괜찮았지만 음식이 그것을 보완합니다.,2,0,0,0
위치와 직원의 경험은 뉴욕을 처음 방문하는 여행객이 정말 편안함을 느낄 수 있게 해주었습니다.,0,0,2,2
위하켄 강을 따라 가본 적이 있다면 차트 하우스가 제공하는 전망의 꼭대기가 어떤지 아실 겁니다.,0,0,0,2
유기농이고 스펠트로 만들었다는 점도 큰 장점이에요.,2,0,0,0
유기농이고 유리 병에 담겨 있다는 점이 좋습니다.,2,0,0,0
"유기농이면 품질이 더 좋을 거라고 믿고 싶지만, 천연 메이플 시럽과 맛은 똑같아요.",2,0,0,0
유니버설 스튜디오까지 차로 짧은 거리.,0,0,0,2
유니언 스퀘어와 매우 가깝고(도보 2분) 활동의 중심지에 바로 있습니다.,0,0,0,2
"유로파는 어떤 여행 가이드북에도 등장하지 않는 듯하고, 아래층입구 로비은 전망이 좋지 않지만, 호텔에 도착하면 가심과 그의 딸 미리암이 놀라울 정도로 신중하게 세심하게 배려해 줍니다호스트.",0,0,2,0
유리 포장이 아니라는 점도 맘에 들어요.,2,0,0,0
유일하게 눈에 띄는 것은 장식입니다. (별로 즐겁지 않습니다).,0,0,0,1
"유일한 단점은 넵튠 레스토랑이었고, 아침 식사는 훌륭했지만 저녁 식사는 가격이 너무 비싸고 맛도 좋지 않았습니다. 전반적으로 불만 사항은 거의 없었고, 다시 갈 날이 기다려집니다.",1,1,0,0
유일한 단점은 일부 명의 직원가 더 세심하고 친절할 수 있었다는 것입니다.,0,0,1,0
유일한 단점은 장소가 정말 비싸고 양이 적은 편이라는 것입니다.,0,1,0,0
"유일한 단점은 호텔의 아침 식사가 가격에 포함되어 있지 않았다는 점인데, 대신 모퉁이 바로 근처에 작은 카페가 있어서 빵, 샌드위치, 크루아상 등을 호텔의 아침 식사보다 훨씬 싼 가격에 살 수 있었습니다.",0,1,0,0
유일한 단점은 혼잡함좌석과 느림서비스입니다.,0,0,1,0
유일한 문제는 관리자가 완전히 무능하다는 것입니다.,0,0,1,0
유일한 문제는 금고가 도착했을 때 잠겨 있었고 하인이 둘째 날 밤에 가운을 가져가서 다시 주지 않았다는 것입니다.,0,0,1,0
유일한 문제는 피자를 먹을 수 있기 전에 꼭 데워야 한다는 것입니다. 미리 주문하더라도 마찬가지입니다.,1,0,0,0
유일한 장점은 댐 장소에 바로 위치해 있다는 것입니다.,0,0,0,2
으깬 토마토를 첨가하기 전까지는 모든 것이 훌륭했습니다.,1,0,0,0
으악!,1,0,0,0
으음으음으음 너무 맛있어요,2,0,0,0
"음, 그렇죠. 저도 동의해요. 하지만 저는 이 훌륭한 고양이 사료에 가장 높은 평가를 주었을 겁니다.",2,0,0,0
"음, 이곳은 장소 너무 게토적이어서 웃기지도 않아요.",0,0,0,1
"음, 제 어머니께서는 이것을 칩이라고 표현하셨는데, 정말 끔찍한 일이었습니다.",1,0,0,0
음... 맛있었어요.,2,0,0,0
음료 가격이 너무 비싼데요.,0,1,0,0
음료가 정말 맛있고 오후 8시까지는 반값이에요.,2,2,0,0
"음료가 정말 맛있었고, 문을 열고 안으로 들어서는 순간 마치 제3세계 국가에 온 것 같은 느낌이 들었습니다.",2,0,0,2
음료는 맛있었습니다.,2,0,0,0
음료는 항상 잘 만들어지고 와인 가격은 상당히 저렴합니다.,2,2,0,0
음료는 훌륭합니다. 특히 레이먼드가 만든 음료는 더욱 그렇습니다.,2,0,2,0
음식 굉장해요.,2,0,0,0
음식 그리고 나머지 리조트는 별로 특별한 게 없어요.,0,0,0,0
음식 인도네시아 레스토랑은 매우 형편없습니다. 그곳에서 식사하는 것은 추천하지 않습니다.,1,0,0,0
음식 좋았지만 그렇게 좋지는 않음 기다릴 만한 가치가 없고 다시 방문할 만한 가치가 없음,1,0,0,0
"음식 준비하는 데 시간이 좀 걸렸지만, 기다릴 만한 가치가 있었습니다.",2,0,0,0
"음식 훌륭했습니다. 저는 인도 음식을 좋아해서 자주 먹지만, 이번 음식은 제가 먹어본 것 중 가장 맛있는 음식 중 하나라고 말할 수 있습니다.",2,0,0,0
"음식과 서비스는 괜찮았지만, 호텔 매니저는 엄청나게 환영하지 않고 거만했습니다.",2,0,1,0
음식과 음료 모두 가격이 전반적으로 공정합니다.,0,2,0,0
음식과 잘 어울리므로 아침 식사나 디저트 커피로 완벽합니다.,2,0,0,0
음식도 맛있었어요.,2,0,0,0
음식도 저렴한 메뉴를 시도했음을 고려하면 아주 맛있었습니다. (하지만 제가 주문한 삼겹살은 조금 더 오래 구워서 지방이 입에서 녹는 느낌이 더 좋았으면 좋았을 것 같습니다.),1,0,0,0
음식보다 더 훌륭한 것은 서비스뿐입니다.,2,0,2,0
음식에 구더기가 있어요!,1,0,0,0
음식에 대한 제 의견에 대해 아무런 사과나 인정이 없었습니다.,0,0,1,0
"음식에 대해서는 모두가 대체로 만족해 보였지만, 제 동생은 구운 마히마히에 그래프프루트 주스를 듬뿍 얹어 먹었습니다!",1,0,0,0
음식은 괜찮고 가격은 보통입니다.,0,0,0,0
"음식은 괜찮고, 특히 기본 요리가 맛있고, 음료도 맛있습니다.",2,0,0,0
음식은 괜찮습니다.,0,0,0,0
음식은 괜찮았고 공평했어요. 별로 신경 쓸 것도 없었어요.,0,0,0,0
음식은 괜찮았어요.,0,0,0,0
음식은 괜찮았어요. 별로였어요.,0,0,0,0
"음식은 괜찮았지만, 살사 맛이 보통보다 조금 더 강했습니다.",1,0,0,0
"음식은 괜찮았지만, 서비스가 너무 형편없어서 우리 일행이 음식을 다 먹을 때까지 음식이 차가웠습니다.",0,0,1,0
음식은 괜찮지만 레스토랑이 멋진 곳은 아니라는 점을 고려하면 가격이 좀 비싼 편입니다.,0,1,0,0
음식은 그저 평범한 수준이었습니다... 가격을 조금만 낮춘다면 더 큰 매력이 될 것 같습니다.,1,1,0,0
"음식은 기껏해야 괜찮은 편이고, 분위기는, 글쎄요, 의견 문제일 뿐이에요, 어떤 사람들은 그것을 달콤한 것으로 여길 수도 있지만, 저는 그냥 귀찮은 것이라고 생각했습니다.",1,0,0,1
음식은 꽤 전통적이었지만 따뜻하고 맛있었고 양이 많았습니다,2,0,0,0
음식은 다 맛있었지만 너무 밋밋했습니다.,1,0,0,0
음식은 맛이 담백하고 기름기가 많았습니다.,1,0,0,0
음식은 맛이 매우 좋았습니다.,2,0,0,0
음식은 맛있고 맛있었어요.,2,0,0,0
음식은 맛있고 잘 표현되었으며 위치는 다양한 교통편과 지역 활동에 접근하기 매우 편리했습니다.,2,0,0,2
음식은 맛있고 저렴해요.,2,2,0,0
음식은 맛있고 저렴했습니다.,2,2,0,0
음식은 맛있고 제공량은 적당합니다.,2,0,0,0
"음식은 맛있고, 양도 많고, 가격도 적당합니다.",2,2,0,0
음식은 맛있습니다. 스페셜부터 일반 메뉴까지 요리는 결코 실망스럽지 않습니다.,2,0,0,0
음식은 맛있습니다. 특히 완벽하게 조리된 매운 토마토 소스에 담긴 홍합과 슈스트링 크리스피 감자튀김이 맛있습니다.,2,0,0,0
음식은 맛있었고 뉴욕 시티 스카이라인의 전망은 제가 갔을 때처럼 안개 자욱하고 비오는 날에도 훌륭했습니다.,2,0,0,2
"음식은 맛있었고, 장소는 깨끗하고 저렴했습니다.",2,2,0,2
음식은 맛있었습니다.,2,0,0,0
"음식은 맛있었어요 (저는 대구 스페셜을 먹었고, 남편은 스테이크를 먹었어요), 그리고 서비스는 최고였어요.",2,0,2,0
음식은 맛있지만 배고픈 채로 오지 마세요.,2,0,0,0
"음식은 매우 맛있었지만, 제가 생각하기에 이 세상에서 가장 맛있는 것은 아니었습니다.",0,0,0,0
음식은 매우 저렴하고 웨이터는 친절합니다.,0,2,2,0
음식은 매우 평범하고... 태국 퓨전 음식은 너무 달았어요. 여기서 제공하는 모든 음식이 너무 달콤해요.,1,0,0,0
음식은 미지근했다.,1,0,0,0
음식은 믿을만하고 가격도 적당합니다.,2,0,0,0
음식은 보통 아주 맛있습니다. 하지만 가끔 사이드 주문에 나오는 생야채의 신선함이 궁금했습니다.,1,0,0,0
"음식은 비쌀 수 있지만 고정 가격 시식 메뉴는 좋은 가격에 최고의 음식을 제공하며, 음식 알레르기가 있거나 음식을 좋아하지 않는 사람도 음식 즐길 수 있습니다.",2,2,0,0
음식은 사실 끔찍했어요.,1,0,0,0
"음식은 신선하지 않았고, 소스는 싱거웠고 매우 기름졌습니다.",1,0,0,0
"음식은 아주 맛있었고, 가격도 저렴했고, 장소 자체도 훌륭했습니다.",2,2,0,2
"음식은 아주 맛있었고, 필레미뇽은 제가 먹어본 것 중 최고였던 것 같아요.",2,0,0,0
"음식은 아주 맛있지만, 뛰어나지는 않아요.",0,0,0,0
"음식은 예전 같지 않습니다. (물약은 심각하게 축소되었습니다.) 가격은 올랐고, 서비스는 제가 경험한 어느 곳(유럽 본토 포함) 중 최악입니다.",1,1,1,0
음식은 예전과 마찬가지로 맛있습니다.,2,0,0,0
"음식은 완벽한 상태로 빠르게 도착했고, 한 입 한 입 정말 맛있었습니다!",2,0,0,0
음식은 원석 속의 다이아몬드와 같습니다. 음식은 맛있고 집에서 만든 요리로 허브와 토마토의 균형이 완벽합니다.,2,0,0,0
음식은 잘 준비되었고 서비스는 완벽했습니다.,2,0,2,0
음식은 전화한 후 20분 후에 차갑고 눅눅한 채로 도착했습니다.,1,0,1,0
음식은 정말 잊을 수 없어요!,2,0,0,0
음식은 정통 이탈리아 음식이에요 - 맛있어요!,2,0,0,0
음식은 정통적이었습니다.,2,0,0,0
음식은 죄악입니다.,2,0,0,0
"음식은 최고라고 할 수 없을 정도로 형편없었지만, 서비스는 정말 최악이어서 다시는 가지 않겠다고 다짐했습니다.",1,0,1,0
음식은 평균 수준이었으며 5성급 리조트로서는 개선이 필요합니다.,0,0,0,0
"음식은 평균 이상이었고, 프렌치 오니언 수프 속은 그다지 인상적이지 않았고, 디저트도 그다지 훌륭하지 않았습니다.",1,0,0,0
음식은 평균 이상이었으며 놀라울 정도로 맛있는 요리도 있었습니다.,2,0,0,0
음식은 항상 신선합니다.,2,0,0,0
음식은 형편없었습니다. 너무 달거나 너무 짜고 양은 너무 적었습니다.,1,0,0,0
"음식은 환상적이고, 정통적이고, 맛있고, 매우, 매우 저렴합니다.",2,2,0,0
"음식은 환상적이었고, 웨이터는 우리가 갔을 때마다 항상 완벽했습니다.",2,0,2,0
음식은 훌륭하고 가격도 적당합니다.,2,2,0,0
음식은 훌륭하고 맛있었습니다. 하지만 앉을 수 있는 공간이 너무 작았습니다. 구석에 갇혀 있는 것을 좋아하지 않거든요.,2,0,0,1
"음식은 훌륭하고 맛있으며 배부르고, 서비스는 전문적이고 친절합니다.",2,0,2,0
음식은 훌륭하고 블러디 메리도 맛있어요.,2,0,0,0
음식은 훌륭하고 서비스는 빠르고 친절하며 매우 전문적입니다.,2,0,2,0
음식은 훌륭하고 환경은 더욱 좋습니다.,2,0,0,2
